,task,conversation_id,instruction_id,index,speaker,text,segments,new_text,gold_labels,G_DA_rep_init,G_DA_greet,G_DA_conf,G_DA_receipt,G_DA_disconf,G_DA_closer,G_DA_comp_check,G_DA_hold,G_DA_partial_req,G_DA_detail_req,G_DA_grant,G_DA_answer,DA_rep_init,DA_greet,DA_conf,DA_receipt,DA_disconf,DA_closer,DA_comp_check,DA_hold,DA_partial_req,DA_detail_req,DA_grant,DA_answer,all_DA
5248,flights,dlg-106b25d3-bfbe-4622-b864-c24aeb9d7052,flight-11,11,U,That sounds great. Can you email me the details? And book it for me. Book it and send me the details to my email.,,That sounds great.,confirmation,,,confirmation,,,,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
5249,flights,dlg-106b25d3-bfbe-4622-b864-c24aeb9d7052,flight-11,11,U,That sounds great. Can you email me the details? And book it for me. Book it and send me the details to my email.,,Can you email me the details?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
5250,flights,dlg-106b25d3-bfbe-4622-b864-c24aeb9d7052,flight-11,11,U,That sounds great. Can you email me the details? And book it for me. Book it and send me the details to my email.,,And book it for me.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
5251,flights,dlg-106b25d3-bfbe-4622-b864-c24aeb9d7052,flight-11,11,U,That sounds great. Can you email me the details? And book it for me. Book it and send me the details to my email.,,Book it and send me the details to my email.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
5252,flights,dlg-106b25d3-bfbe-4622-b864-c24aeb9d7052,flight-11,12,A,The booking has been done and the details have been emailed to you.,"[{'start_index': 0, 'end_index': 25, 'text': 'The booking has been done', 'annotations': [{'name': 'flight_booked.flight_booked'}]}]",The booking has been done and the details have been emailed to you.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
5253,flights,dlg-106b25d3-bfbe-4622-b864-c24aeb9d7052,flight-11,13,U,"Okay, Thank you very much. You have a great and wonderful day.",,"Okay, Thank you very much.",sequence_closer,,,,,,sequence_closer,,,,,,,,,confirmation,,,sequence_closer,,,,,,,"['confirmation', 'sequence_closer']"
5254,flights,dlg-106b25d3-bfbe-4622-b864-c24aeb9d7052,flight-11,13,U,"Okay, Thank you very much. You have a great and wonderful day.",,You have a great and wonderful day.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
5255,flights,dlg-106b25d3-bfbe-4622-b864-c24aeb9d7052,flight-11,14,A,You're welcome. Goodbye.,,You're welcome.,receipt,,,,receipt,,,,,,,,,,,,receipt,,,,,,,,,['receipt']
5256,flights,dlg-106b25d3-bfbe-4622-b864-c24aeb9d7052,flight-11,14,A,You're welcome. Goodbye.,,Goodbye.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
9072,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,0,A,Hi. How can I help you?,,Hi.,greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,,,,['greeting']
9073,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,0,A,Hi. How can I help you?,,How can I help you?,greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
9074,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,1,U,Hello Assistant. How are you today?,,Hello Assistant.,greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,,,answer,"['greeting', 'answer']"
9075,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,1,U,Hello Assistant. How are you today?,,How are you today?,x,,,,,,,,,,,,,,,,,,,,,partial_request,,,,['partial_request']
9076,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,2,A,Doing fine Thank you,,Doing fine Thank you,x,,,,,,,,,,,,,,,,,,sequence_closer,,,,,grant,,"['sequence_closer', 'grant']"
9077,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,3,U,"Hi, I'm planning a trip from San Francisco to London, and I'm leaving this coming Sunday and I'd like to depart. Sunday evening and flying back 5 days later in the evening. Can you help me book a flight?","[{'start_index': 29, 'end_index': 42, 'text': 'San Francisco', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 46, 'end_index': 52, 'text': 'London', 'annotations': [{'name': 'flight_search.destination1'}]}, {'start_index': 70, 'end_index': 88, 'text': 'this coming Sunday', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 113, 'end_index': 119, 'text': 'Sunday', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 120, 'end_index': 127, 'text': 'evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 139, 'end_index': 150, 'text': 'back 5 days', 'annotations': [{'name': 'flight_search.date.return'}]}, {'start_index': 157, 'end_index': 171, 'text': 'in the evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}]","Hi, I'm planning a trip from San Francisco to London, and I'm leaving this coming Sunday and I'd like to depart.","greeting, partial_request",,greeting,,,,,,,partial_request,,,,,greeting,,,,,,,,,,,['greeting']
9078,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,3,U,"Hi, I'm planning a trip from San Francisco to London, and I'm leaving this coming Sunday and I'd like to depart. Sunday evening and flying back 5 days later in the evening. Can you help me book a flight?","[{'start_index': 29, 'end_index': 42, 'text': 'San Francisco', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 46, 'end_index': 52, 'text': 'London', 'annotations': [{'name': 'flight_search.destination1'}]}, {'start_index': 70, 'end_index': 88, 'text': 'this coming Sunday', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 113, 'end_index': 119, 'text': 'Sunday', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 120, 'end_index': 127, 'text': 'evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 139, 'end_index': 150, 'text': 'back 5 days', 'annotations': [{'name': 'flight_search.date.return'}]}, {'start_index': 157, 'end_index': 171, 'text': 'in the evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}]",Sunday evening and flying back 5 days later in the evening.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
9079,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,3,U,"Hi, I'm planning a trip from San Francisco to London, and I'm leaving this coming Sunday and I'd like to depart. Sunday evening and flying back 5 days later in the evening. Can you help me book a flight?","[{'start_index': 29, 'end_index': 42, 'text': 'San Francisco', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 46, 'end_index': 52, 'text': 'London', 'annotations': [{'name': 'flight_search.destination1'}]}, {'start_index': 70, 'end_index': 88, 'text': 'this coming Sunday', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 113, 'end_index': 119, 'text': 'Sunday', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 120, 'end_index': 127, 'text': 'evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 139, 'end_index': 150, 'text': 'back 5 days', 'annotations': [{'name': 'flight_search.date.return'}]}, {'start_index': 157, 'end_index': 171, 'text': 'in the evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}]",Can you help me book a flight?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
9080,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,4,A,Sure what class would you like to fly,,Sure what class would you like to fly,"confirmation, detail_request",,,confirmation,,,,,,,detail_request,,,,,confirmation,,,,,,,,grant,,"['confirmation', 'grant']"
9081,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,5,U,"Well, You know what? I also want to go economical. So, Coach will be fine. I'm looking for the cheapest option.","[{'start_index': 39, 'end_index': 49, 'text': 'economical', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 55, 'end_index': 60, 'text': 'Coach', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 91, 'end_index': 110, 'text': 'the cheapest option', 'annotations': [{'name': 'flight_search.price_range'}]}]","Well, You know what?",x,,,,,,,,,,,,,,,,,,,,,partial_request,,,,['partial_request']
9082,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,5,U,"Well, You know what? I also want to go economical. So, Coach will be fine. I'm looking for the cheapest option.","[{'start_index': 39, 'end_index': 49, 'text': 'economical', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 55, 'end_index': 60, 'text': 'Coach', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 91, 'end_index': 110, 'text': 'the cheapest option', 'annotations': [{'name': 'flight_search.price_range'}]}]",I also want to go economical.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,,[]
9083,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,5,U,"Well, You know what? I also want to go economical. So, Coach will be fine. I'm looking for the cheapest option.","[{'start_index': 39, 'end_index': 49, 'text': 'economical', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 55, 'end_index': 60, 'text': 'Coach', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 91, 'end_index': 110, 'text': 'the cheapest option', 'annotations': [{'name': 'flight_search.price_range'}]}]","So, Coach will be fine.",answer,,,,,,,,,,,,answer,,,,,,,,,,,,,[]
9084,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,5,U,"Well, You know what? I also want to go economical. So, Coach will be fine. I'm looking for the cheapest option.","[{'start_index': 39, 'end_index': 49, 'text': 'economical', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 55, 'end_index': 60, 'text': 'Coach', 'annotations': [{'name': 'flight_search.seating_class'}]}, {'start_index': 91, 'end_index': 110, 'text': 'the cheapest option', 'annotations': [{'name': 'flight_search.price_range'}]}]",I'm looking for the cheapest option.,answer,,,,,,,,,,,,answer,,,,,,,,,,,,,[]
9085,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,6,A,The cheapest flight is 702$ leaving at 11:30 AM nonstop.,"[{'start_index': 0, 'end_index': 19, 'text': 'The cheapest flight', 'annotations': [{'name': 'flight_search.price_range'}]}, {'start_index': 23, 'end_index': 27, 'text': '702$', 'annotations': [{'name': 'flight1_detail.fare'}]}, {'start_index': 39, 'end_index': 47, 'text': '11:30 AM', 'annotations': [{'name': 'flight1_detail.from.time'}]}, {'start_index': 48, 'end_index': 55, 'text': 'nonstop', 'annotations': [{'name': 'flight1_detail.stops'}]}]",The cheapest flight is 702$ leaving at 11:30 AM nonstop.,grant,,,,,,,,,,,grant,,,,,,,,,,,,,,[]
9086,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,7,U,Is there something after 5:00 p.m.?,"[{'start_index': 25, 'end_index': 34, 'text': '5:00 p.m.', 'annotations': [{'name': 'flight_search.time_of_day'}]}]",Is there something after 5:00 p.m.?,partial_request,,,,,,,,,partial_request,,,,,greeting,,,,,,,partial_request,,,,"['greeting', 'partial_request']"
9087,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,8,U,"Is there something after 5:00 p.m?So, My two preferences would be leaving late afternoon or evening.","[{'start_index': 25, 'end_index': 33, 'text': '5:00 p.m', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 79, 'end_index': 88, 'text': 'afternoon', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 92, 'end_index': 99, 'text': 'evening', 'annotations': [{'name': 'flight_search.time_of_day'}]}]","Is there something after 5:00 p.m?So, My two preferences would be leaving late afternoon or evening.",partial_request,,,,,,,,,partial_request,,,,,greeting,,,,,,,partial_request,,,,"['greeting', 'partial_request']"
9088,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,9,A,After 5 pm it will cost 1239$.,"[{'start_index': 0, 'end_index': 10, 'text': 'After 5 pm', 'annotations': [{'name': 'flight_search.time_of_day'}]}, {'start_index': 24, 'end_index': 29, 'text': '1239$', 'annotations': [{'name': 'flight2_detail.fare'}]}]",After 5 pm it will cost 1239$.,grant,,,,,,,,,,,grant,,,,,,,,,,,,grant,,['grant']
9089,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,10,U,"That'll be fine. One other preference, I'd like to get an Aisle seat.","[{'start_index': 58, 'end_index': 68, 'text': 'Aisle seat', 'annotations': [{'name': 'flight2_detail.seat_location'}]}]",That'll be fine.,confirmation,,,confirmation,,,,,,,,,,,,,,,,,,,,,,[]
9090,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,10,U,"That'll be fine. One other preference, I'd like to get an Aisle seat.","[{'start_index': 58, 'end_index': 68, 'text': 'Aisle seat', 'annotations': [{'name': 'flight2_detail.seat_location'}]}]","One other preference, I'd like to get an Aisle seat.",partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
9091,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,11,A,Ok I have a flight for 1239$ leaving at 7:10 PM with 1 stop with those preferences.,"[{'start_index': 23, 'end_index': 28, 'text': '1239$', 'annotations': [{'name': 'flight2_detail.fare'}]}, {'start_index': 40, 'end_index': 47, 'text': '7:10 PM', 'annotations': [{'name': 'flight2_detail.from.time'}]}, {'start_index': 53, 'end_index': 59, 'text': '1 stop', 'annotations': [{'name': 'flight2_detail.stops'}]}]",Ok I have a flight for 1239$ leaving at 7:10 PM with 1 stop with those preferences.,"confirmation, grant",,,confirmation,,,,,,,,grant,,,,,,,,,,,,,,[]
9092,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,12,U,"That'll be fine. Does that include a return flight? If not, I'll need to book a return flight 5 days later flying back from London to San Francisco.","[{'start_index': 94, 'end_index': 106, 'text': '5 days later', 'annotations': [{'name': 'flight_search.date.return'}]}, {'start_index': 124, 'end_index': 130, 'text': 'London', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 134, 'end_index': 147, 'text': 'San Francisco', 'annotations': [{'name': 'flight_search.destination1'}]}]",That'll be fine.,confirmation,,,confirmation,,,,,,,,,,,,,,,,,,,,,,[]
9093,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,12,U,"That'll be fine. Does that include a return flight? If not, I'll need to book a return flight 5 days later flying back from London to San Francisco.","[{'start_index': 94, 'end_index': 106, 'text': '5 days later', 'annotations': [{'name': 'flight_search.date.return'}]}, {'start_index': 124, 'end_index': 130, 'text': 'London', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 134, 'end_index': 147, 'text': 'San Francisco', 'annotations': [{'name': 'flight_search.destination1'}]}]",Does that include a return flight?,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,partial_request,,,,['partial_request']
9094,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,12,U,"That'll be fine. Does that include a return flight? If not, I'll need to book a return flight 5 days later flying back from London to San Francisco.","[{'start_index': 94, 'end_index': 106, 'text': '5 days later', 'annotations': [{'name': 'flight_search.date.return'}]}, {'start_index': 124, 'end_index': 130, 'text': 'London', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 134, 'end_index': 147, 'text': 'San Francisco', 'annotations': [{'name': 'flight_search.destination1'}]}]","If not, I'll need to book a return flight 5 days later flying back from London to San Francisco.",partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
9095,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,13,A,Ok under the same preferences ?,,Ok under the same preferences ?,"confirmation, detail_request",,,confirmation,,,,,,,detail_request,,,,,,,,,,,,detail_request,,,['detail_request']
9096,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,14,U,Yes.,,Yes.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,answer,"['confirmation', 'answer']"
9097,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,15,A,"OK, This flight will leave at 5:10 PM for 1239$ with 1 stop.","[{'start_index': 30, 'end_index': 37, 'text': '5:10 PM', 'annotations': [{'name': 'flight3_detail.from.time'}]}, {'start_index': 42, 'end_index': 47, 'text': '1239$', 'annotations': [{'name': 'flight3_detail.fare'}]}, {'start_index': 53, 'end_index': 59, 'text': '1 stop', 'annotations': [{'name': 'flight3_detail.stops'}]}]","OK, This flight will leave at 5:10 PM for 1239$ with 1 stop.","confirmation, grant",,,confirmation,,,,,,,,grant,,,greeting,,,,,,,,,,,['greeting']
9098,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,16,U,That sounds good. Thank you very much for your help.,,That sounds good.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
9099,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,16,U,That sounds good. Thank you very much for your help.,,Thank you very much for your help.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
9100,flights,dlg-1c9df862-96b7-43fa-9ce1-2c497f6415ff,flight-11,17,A,"Thank you, Enjoy your flight.",,"Thank you, Enjoy your flight.",sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
9517,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,0,A,"Hello, How can I help you?",,"Hello, How can I help you?",greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,detail_request,,,"['greeting', 'detail_request']"
9518,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,1,U,Hi. I'm looking for a round-trip from Sacramento to Houston.,"[{'start_index': 22, 'end_index': 32, 'text': 'round-trip', 'annotations': [{'name': 'flight_search.type'}]}, {'start_index': 38, 'end_index': 48, 'text': 'Sacramento', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 52, 'end_index': 59, 'text': 'Houston', 'annotations': [{'name': 'flight_search.destination1'}]}]",Hi.,greeting,,greeting,,,,,,,,,,,,greeting,,,,,,,,,,answer,"['greeting', 'answer']"
9519,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,1,U,Hi. I'm looking for a round-trip from Sacramento to Houston.,"[{'start_index': 22, 'end_index': 32, 'text': 'round-trip', 'annotations': [{'name': 'flight_search.type'}]}, {'start_index': 38, 'end_index': 48, 'text': 'Sacramento', 'annotations': [{'name': 'flight_search.origin'}]}, {'start_index': 52, 'end_index': 59, 'text': 'Houston', 'annotations': [{'name': 'flight_search.destination1'}]}]",I'm looking for a round-trip from Sacramento to Houston.,partial_request,,,,,,,,,partial_request,,,,,,,,,,,,,,,,[]
9520,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,2,A,I can help you with that.,,I can help you with that.,confirmation,,,confirmation,,,,,,,,,,,,confirmation,,,,,,,,,,['confirmation']
9521,flights,dlg-1dcf120f-0e72-4ef6-a3ef-f76525fbf392,flight-12,3,U,"Thanks. I'll be leaving today, and I'll be returning on the 15th.","[{'start_index': 24, 'end_index': 29, 'text': 'today', 'annotations': [{'name': 'flight_search.date.depart_origin'}]}, {'start_index': 60, 'end_index': 64, 'text': '15th', 'annotations': [{'name': 'flight_search.date.return'}]}]",Thanks.,sequence_closer,,,,,,sequence_closer,,,,,,,,,,,,sequence_closer,,,,,,,['sequence_closer']
