,task,conversation_id,instruction_id,index,speaker,text,segments,new_text,Gold labels,DA_indicators_sent,DA_rep_init,DA_rep,DA_greet,DA_req_sum,DA_conf,DA_receipt,DA_disconf,DA_inquiry,DA_closer,all_DA
118050,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,37,ASSISTANT,"The airy, warmly decorated units feature full kitchens, balconies, living rooms with pull-out sofas, and dining areas. All come with flat-screen TVs, iPod docks and DVD players.","[{'start_index': 41, 'end_index': 54, 'text': 'full kitchens', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 56, 'end_index': 65, 'text': 'balconies', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 67, 'end_index': 99, 'text': 'living rooms with pull-out sofas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 85, 'end_index': 99, 'text': 'pull-out sofas', 'annotations': [{'name': 'hotel_search.type.bed'}]}, {'start_index': 105, 'end_index': 117, 'text': 'dining areas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 133, 'end_index': 148, 'text': 'flat-screen TVs', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 150, 'end_index': 160, 'text': 'iPod docks', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 165, 'end_index': 176, 'text': 'DVD players', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 0, 'end_index': 176, 'text': 'The airy, warmly decorated units feature full kitchens, balconies, living rooms with pull-out sofas, and dining areas. All come with flat-screen TVs, iPod docks and DVD players', 'annotations': [{'name': 'hotel1_detail.other_detail'}]}]","The airy, warmly decorated units feature full kitchens, balconies, living rooms with pull-out sofas, and dining areas.",,x,,,,,,,,,,[]
118051,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,37,ASSISTANT,"The airy, warmly decorated units feature full kitchens, balconies, living rooms with pull-out sofas, and dining areas. All come with flat-screen TVs, iPod docks and DVD players.","[{'start_index': 41, 'end_index': 54, 'text': 'full kitchens', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 56, 'end_index': 65, 'text': 'balconies', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 67, 'end_index': 99, 'text': 'living rooms with pull-out sofas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 85, 'end_index': 99, 'text': 'pull-out sofas', 'annotations': [{'name': 'hotel_search.type.bed'}]}, {'start_index': 105, 'end_index': 117, 'text': 'dining areas', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 133, 'end_index': 148, 'text': 'flat-screen TVs', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 150, 'end_index': 160, 'text': 'iPod docks', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 165, 'end_index': 176, 'text': 'DVD players', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 0, 'end_index': 176, 'text': 'The airy, warmly decorated units feature full kitchens, balconies, living rooms with pull-out sofas, and dining areas. All come with flat-screen TVs, iPod docks and DVD players', 'annotations': [{'name': 'hotel1_detail.other_detail'}]}]","All come with flat-screen TVs, iPod docks and DVD players.",,x,,,,,,,,,,[]
118052,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,38,ASSISTANT,Do you want to hear about more?,,Do you want to hear about more?,,x,,,,,,,,inquiry,,['inquiry']
118053,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,39,USER,Can you read me the description of the other hotel that you listed?,,Can you read me the description of the other hotel that you listed?,,x,,,,,,,,inquiry,,['inquiry']
118054,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,40,ASSISTANT,Sure.,,Sure.,,confirmation,,,,,confirmation,,,,,['confirmation']
118055,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,41,ASSISTANT,Hold on just a second.,,Hold on just a second.,,x,,,,,,,,,,[]
118056,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,42,USER,Okay.,,Okay.,,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
118057,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,43,ASSISTANT,"A 4-minute walk from the Everglades Golf Course and 2 blocks from the beach, this sophisticated boutique hotel is 1.5 miles from the Norton Museum of Art, Luxe quarters range from studios to 3-bedroom suites, and feature whirlpool tubs, designer sheets, wet bars and free Wi-Fi. Some offer private terraces or patios.","[{'start_index': 52, 'end_index': 75, 'text': '2 blocks from the beach', 'annotations': [{'name': 'hotel_search.sub_location.hotel'}]}, {'start_index': 114, 'end_index': 153, 'text': '1.5 miles from the Norton Museum of Art', 'annotations': [{'name': 'hotel_search.sub_location.hotel'}]}, {'start_index': 180, 'end_index': 187, 'text': 'studios', 'annotations': [{'name': 'hotel2_detail.type.room'}]}, {'start_index': 191, 'end_index': 207, 'text': '3-bedroom suites', 'annotations': [{'name': 'hotel2_detail.type.room'}]}, {'start_index': 290, 'end_index': 316, 'text': 'private terraces or patios', 'annotations': [{'name': 'hotel2_detail.amenity'}, {'name': 'hotel2_detail.amenity'}]}, {'start_index': 2, 'end_index': 47, 'text': '4-minute walk from the Everglades Golf Course', 'annotations': [{'name': 'hotel_search.sub_location.hotel'}]}, {'start_index': 221, 'end_index': 235, 'text': 'whirlpool tubs', 'annotations': [{'name': 'hotel2_detail.amenity'}]}, {'start_index': 237, 'end_index': 252, 'text': 'designer sheets', 'annotations': [{'name': 'hotel2_detail.amenity'}]}, {'start_index': 254, 'end_index': 262, 'text': 'wet bars', 'annotations': [{'name': 'hotel2_detail.amenity'}]}, {'start_index': 267, 'end_index': 277, 'text': 'free Wi-Fi', 'annotations': [{'name': 'hotel2_detail.amenity'}]}, {'start_index': 0, 'end_index': 316, 'text': 'A 4-minute walk from the Everglades Golf Course and 2 blocks from the beach, this sophisticated boutique hotel is 1.5 miles from the Norton Museum of Art, Luxe quarters range from studios to 3-bedroom suites, and feature whirlpool tubs, designer sheets, wet bars and free Wi-Fi. Some offer private terraces or patios', 'annotations': [{'name': 'hotel2_detail.other_detail'}]}]","A 4-minute walk from the Everglades Golf Course and 2 blocks from the beach, this sophisticated boutique hotel is 1.5 miles from the Norton Museum of Art, Luxe quarters range from studios to 3-bedroom suites, and feature whirlpool tubs, designer sheets, wet bars and free Wi-Fi.",,greeting,,,greeting,,,,,,,['greeting']
118058,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,43,ASSISTANT,"A 4-minute walk from the Everglades Golf Course and 2 blocks from the beach, this sophisticated boutique hotel is 1.5 miles from the Norton Museum of Art, Luxe quarters range from studios to 3-bedroom suites, and feature whirlpool tubs, designer sheets, wet bars and free Wi-Fi. Some offer private terraces or patios.","[{'start_index': 52, 'end_index': 75, 'text': '2 blocks from the beach', 'annotations': [{'name': 'hotel_search.sub_location.hotel'}]}, {'start_index': 114, 'end_index': 153, 'text': '1.5 miles from the Norton Museum of Art', 'annotations': [{'name': 'hotel_search.sub_location.hotel'}]}, {'start_index': 180, 'end_index': 187, 'text': 'studios', 'annotations': [{'name': 'hotel2_detail.type.room'}]}, {'start_index': 191, 'end_index': 207, 'text': '3-bedroom suites', 'annotations': [{'name': 'hotel2_detail.type.room'}]}, {'start_index': 290, 'end_index': 316, 'text': 'private terraces or patios', 'annotations': [{'name': 'hotel2_detail.amenity'}, {'name': 'hotel2_detail.amenity'}]}, {'start_index': 2, 'end_index': 47, 'text': '4-minute walk from the Everglades Golf Course', 'annotations': [{'name': 'hotel_search.sub_location.hotel'}]}, {'start_index': 221, 'end_index': 235, 'text': 'whirlpool tubs', 'annotations': [{'name': 'hotel2_detail.amenity'}]}, {'start_index': 237, 'end_index': 252, 'text': 'designer sheets', 'annotations': [{'name': 'hotel2_detail.amenity'}]}, {'start_index': 254, 'end_index': 262, 'text': 'wet bars', 'annotations': [{'name': 'hotel2_detail.amenity'}]}, {'start_index': 267, 'end_index': 277, 'text': 'free Wi-Fi', 'annotations': [{'name': 'hotel2_detail.amenity'}]}, {'start_index': 0, 'end_index': 316, 'text': 'A 4-minute walk from the Everglades Golf Course and 2 blocks from the beach, this sophisticated boutique hotel is 1.5 miles from the Norton Museum of Art, Luxe quarters range from studios to 3-bedroom suites, and feature whirlpool tubs, designer sheets, wet bars and free Wi-Fi. Some offer private terraces or patios', 'annotations': [{'name': 'hotel2_detail.other_detail'}]}]",Some offer private terraces or patios.,,x,,,,,,,,,,[]
118059,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,44,USER,"I like that one, let's go with that one.",,"I like that one, let's go with that one.",,x,,,,,,,,,,[]
118060,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,45,ASSISTANT,"Okay, that was the Brazilian Court Hotel & Beach Club for $273 a night. I talked to your rooms and sent you the email receipt.","[{'start_index': 19, 'end_index': 53, 'text': 'Brazilian Court Hotel & Beach Club', 'annotations': [{'name': 'hotel1_detail.name.hotel'}]}, {'start_index': 58, 'end_index': 70, 'text': '$273 a night', 'annotations': [{'name': 'hotel1_detail.price_per_night'}]}, {'start_index': 72, 'end_index': 125, 'text': 'I talked to your rooms and sent you the email receipt', 'annotations': [{'name': 'hotel_booked.hotel_booked'}]}]","Okay, that was the Brazilian Court Hotel & Beach Club for $273 a night.",,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
118061,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,45,ASSISTANT,"Okay, that was the Brazilian Court Hotel & Beach Club for $273 a night. I talked to your rooms and sent you the email receipt.","[{'start_index': 19, 'end_index': 53, 'text': 'Brazilian Court Hotel & Beach Club', 'annotations': [{'name': 'hotel1_detail.name.hotel'}]}, {'start_index': 58, 'end_index': 70, 'text': '$273 a night', 'annotations': [{'name': 'hotel1_detail.price_per_night'}]}, {'start_index': 72, 'end_index': 125, 'text': 'I talked to your rooms and sent you the email receipt', 'annotations': [{'name': 'hotel_booked.hotel_booked'}]}]",I talked to your rooms and sent you the email receipt.,,x,,,,,,,,,,[]
118062,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,46,USER,"Okay, sounds good.",,"Okay, sounds good.",,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
118063,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,47,ASSISTANT,Goodbye.,,Goodbye.,,x,,,,,,,,,,[]
118064,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,48,USER,Thank you. Bye.,,Thank you.,,sequence_closer,,,,,,,,,sequence_closer,['sequence_closer']
118065,hotels,dlg-3a8396c4-8afb-48bb-866c-bcdc4f855ce7,hotel-8,48,USER,Thank you. Bye.,,Bye.,,x,,,,,,,,,,[]
118182,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,0,USER,"Hi, I need to find out more about the hotel that I plan to stay.",,"Hi, I need to find out more about the hotel that I plan to stay.",,greeting,,,greeting,,,,,,,['greeting']
118183,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,1,ASSISTANT,Okay. What's the name of the hotel?,,Okay.,,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
118184,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,1,ASSISTANT,Okay. What's the name of the hotel?,,What's the name of the hotel?,,repair_initiator,repair_initiator,,,,,,,inquiry,,"['repair_initiator', 'inquiry']"
118185,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,2,USER,"Park City Peaks hotel in Park City, Utah.","[{'start_index': 0, 'end_index': 21, 'text': 'Park City Peaks hotel', 'annotations': [{'name': 'hotel_search.name.hotel'}]}, {'start_index': 25, 'end_index': 40, 'text': 'Park City, Utah', 'annotations': [{'name': 'hotel_search.location.hotel'}]}]","Park City Peaks hotel in Park City, Utah.",,x,,,,,,,,,,[]
118186,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,3,ASSISTANT,Okay. What would you like to find out?,,Okay.,,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
118187,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,3,ASSISTANT,Okay. What would you like to find out?,,What would you like to find out?,,repair_initiator,repair_initiator,,,,,,,inquiry,,"['repair_initiator', 'inquiry']"
118188,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,4,USER,I would like to know if that place is in Downtown and if it's near ski slopes.,"[{'start_index': 38, 'end_index': 49, 'text': 'in Downtown', 'annotations': [{'name': 'hotel_search.sub_location.hotel'}]}, {'start_index': 62, 'end_index': 77, 'text': 'near ski slopes', 'annotations': [{'name': 'hotel_search.sub_location.hotel'}]}]",I would like to know if that place is in Downtown and if it's near ski slopes.,,x,,,,,,,,,,[]
118189,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,5,ASSISTANT,"It's not located near Downtown, but it's near ski slopes.","[{'start_index': 5, 'end_index': 30, 'text': 'not located near Downtown', 'annotations': [{'name': 'hotel_search.sub_location.hotel'}]}, {'start_index': 41, 'end_index': 56, 'text': 'near ski slopes', 'annotations': [{'name': 'hotel_search.sub_location.hotel'}]}]","It's not located near Downtown, but it's near ski slopes.",,x,,,,,,,,,,[]
118190,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,6,USER,"Okay, are there any restaurants around the woods?",,"Okay, are there any restaurants around the woods?",,confirmation,,,,,confirmation,,,inquiry,sequence_closer,"['confirmation', 'inquiry', 'sequence_closer']"
118191,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,7,ASSISTANT,There are restaurants nearby such as Teriyaki Grill.,,There are restaurants nearby such as Teriyaki Grill.,,x,,,,,,,,,,[]
118192,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,8,USER,"Is the restaurant in the hotel room doesn't have far, is it friendly and is it formal or casual?","[{'start_index': 7, 'end_index': 17, 'text': 'restaurant', 'annotations': [{'name': 'hotel_search.amenity'}]}, {'start_index': 54, 'end_index': 68, 'text': 'is it friendly', 'annotations': [{'name': 'hotel_search.other_request'}]}, {'start_index': 73, 'end_index': 95, 'text': 'is it formal or casual', 'annotations': [{'name': 'hotel_search.other_request'}]}]","Is the restaurant in the hotel room doesn't have far, is it friendly and is it formal or casual?",,x,,,,,,,,inquiry,,['inquiry']
118193,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,9,ASSISTANT,Do you have any questions?,,Do you have any questions?,,x,,,,,,,,inquiry,,['inquiry']
118194,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,10,USER,Asian restaurant on Hotel grounds have a full bar?,"[{'start_index': 0, 'end_index': 33, 'text': 'Asian restaurant on Hotel grounds', 'annotations': [{'name': 'hotel_search.amenity'}]}, {'start_index': 41, 'end_index': 49, 'text': 'full bar', 'annotations': [{'name': 'hotel_search.amenity'}]}]",Asian restaurant on Hotel grounds have a full bar?,,x,,,,,,,,inquiry,,['inquiry']
118195,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,11,ASSISTANT,"The hotel does not have a full bar, but it definitely is kid friendly.","[{'start_index': 10, 'end_index': 34, 'text': 'does not have a full bar', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 36, 'end_index': 69, 'text': 'but it definitely is kid friendly', 'annotations': [{'name': 'hotel1_detail.other_detail'}]}]","The hotel does not have a full bar, but it definitely is kid friendly.",,x,,,,,,,,,,[]
118196,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,12,USER,Is it formal or casual?,"[{'start_index': 0, 'end_index': 22, 'text': 'Is it formal or casual', 'annotations': [{'name': 'hotel_search.other_request'}]}]",Is it formal or casual?,,x,,,,,,,,inquiry,,['inquiry']
118197,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,13,ASSISTANT,"It's casual, but if you attend certain events, it might be formal.","[{'start_index': 0, 'end_index': 65, 'text': ""It's casual, but if you attend certain events, it might be formal"", 'annotations': [{'name': 'hotel1_detail.other_detail'}]}]","It's casual, but if you attend certain events, it might be formal.",,x,,,,,,,,,,[]
118198,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,14,USER,"Does the hotel have a pool, hot tub or an Aura Spa?","[{'start_index': 22, 'end_index': 26, 'text': 'pool', 'annotations': [{'name': 'hotel_search.amenity'}]}, {'start_index': 28, 'end_index': 35, 'text': 'hot tub', 'annotations': [{'name': 'hotel_search.amenity'}]}, {'start_index': 39, 'end_index': 50, 'text': 'an Aura Spa', 'annotations': [{'name': 'hotel_search.amenity'}]}]","Does the hotel have a pool, hot tub or an Aura Spa?",,x,,,,,,,,inquiry,,['inquiry']
118199,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,15,ASSISTANT,Yes. They have all three.,,Yes.,,confirmation,,,,,confirmation,,,,,['confirmation']
118200,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,15,ASSISTANT,Yes. They have all three.,,They have all three.,,greeting,,,greeting,,,,,,,['greeting']
118201,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,16,USER,Okay. What about special activities at the hotel?,,Okay.,,confirmation,,,,,confirmation,,,,sequence_closer,"['confirmation', 'sequence_closer']"
118202,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,16,USER,Okay. What about special activities at the hotel?,,What about special activities at the hotel?,,repair_initiator,repair_initiator,,,,,,,inquiry,,"['repair_initiator', 'inquiry']"
118203,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,17,ASSISTANT,"Yes, the hotel has a fitness center.","[{'start_index': 21, 'end_index': 35, 'text': 'fitness center', 'annotations': [{'name': 'hotel1_detail.amenity'}]}]","Yes, the hotel has a fitness center.",,confirmation,,,,,confirmation,,,,,['confirmation']
118204,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,18,USER,May I know if the room has furniture or coffee maker?,"[{'start_index': 27, 'end_index': 36, 'text': 'furniture', 'annotations': [{'name': 'hotel_search.amenity'}]}, {'start_index': 40, 'end_index': 52, 'text': 'coffee maker', 'annotations': [{'name': 'hotel_search.amenity'}]}]",May I know if the room has furniture or coffee maker?,,x,,,,,,,,inquiry,,['inquiry']
118205,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,19,ASSISTANT,"Yes, they have a mini fridge and a coffee maker.","[{'start_index': 17, 'end_index': 28, 'text': 'mini fridge', 'annotations': [{'name': 'hotel1_detail.amenity'}]}, {'start_index': 35, 'end_index': 47, 'text': 'coffee maker', 'annotations': [{'name': 'hotel1_detail.amenity'}]}]","Yes, they have a mini fridge and a coffee maker.",,greeting,,,greeting,,confirmation,,,,,"['greeting', 'confirmation']"
118206,hotels,dlg-3af704a7-c17d-4b1e-a638-ebf73bdceead,hotel-1b,20,USER,What type of TV do they have?,"[{'start_index': 13, 'end_index': 15, 'text': 'TV', 'annotations': [{'name': 'hotel_search.amenity'}]}]",What type of TV do they have?,,repair_initiator,repair_initiator,,greeting,,,,,inquiry,,"['repair_initiator', 'greeting', 'inquiry']"
